"Year","Sites","Functional_Group_Std","mean_biomass_kg_ha","var_biomass_kg_ha","mean_abundance_ha","var_abundance_ha","n_transects"
2025,"AMBITIKY","Carnivore",448.481551793792,91619.8280364576,3440,2177066.66666667,4
2025,"AMBITIKY","Corallivore",141.674999857163,5003.95565676064,860,126400,4
2025,"AMBITIKY","Herbivore",973.001271718377,296699.705296744,3270,214800,4
2025,"AMBITIKY","Omnivore",2.9619782279804,19.6548049129639,190,7866.66666666667,4
2025,"AMBITIKY","Planktivore",316.522974409849,269915.723204004,4690,20043066.6666667,4
2025,"AMBOHIBOLA","Carnivore",273.964452186776,93.0646718110486,1560,80000,2
2025,"AMBOHIBOLA","Corallivore",259.8738519969,113463.376875623,840,204800,2
2025,"AMBOHIBOLA","Herbivore",316.100014778399,18286.4352267757,2500,7200,2
2025,"AMBOHIBOLA","Omnivore",11.3812846018377,139.155843958199,480,28800,2
2025,"AMBOHIBOLA","Planktivore",147.378390636094,207.664931746422,11280,2880000,2
2025,"AMBOLA","Carnivore",108.835705953691,3197.53673169554,1850,301200,4
2025,"AMBOLA","Corallivore",52.1936747174208,2089.93467679391,450,78266.6666666667,4
2025,"AMBOLA","Herbivore",452.851257136435,72120.66474069,2300,198933.333333333,4
2025,"AMBOLA","Omnivore",31.2142935779724,1303.27132650755,690,183866.666666667,4
2025,"AMBOLA","Planktivore",87.5745953694906,4458.32900661309,6280,35577600,4
2025,"AMBOLAFOTY","Carnivore",267.43060299838,2729.5583782375,1320,0,2
2025,"AMBOLAFOTY","Corallivore",31.5918009975419,78.1735638207,380,20000,2
2025,"AMBOLAFOTY","Herbivore",515.656909554969,333106.550265369,3820,5511200,2
2025,"AMBOLAFOTY","Omnivore",1.87017902332257,0,240,0,1
2025,"AMBOLAFOTY","Planktivore",54.5957849273741,0,4000,0,1
2025,"ANAKAO","Carnivore",151.259073727901,5593.27578554554,1520,525866.666666667,4
2025,"ANAKAO","Corallivore",108.180415260793,8547.52113032444,1266.66666666667,1934933.33333333,3
2025,"ANAKAO","Herbivore",177.027254827905,9137.21062253597,3600,6614400,4
2025,"ANAKAO","Omnivore",20.5483319324543,220.963348221171,430,12133.3333333333,4
2025,"ANAKAO","Planktivore",223.491818089654,22118.1983898271,8750,30764133.3333333,4
2025,"BEFASY","Carnivore",122.605771693671,2673.91108362993,1680,80000,2
2025,"BEFASY","Corallivore",23.9439201090239,967.166921821103,220,7200,2
2025,"BEFASY","Herbivore",70.5501928272316,2874.61849769543,5340,3175200,2
2025,"BEFASY","Omnivore",0.880389587027823,0.0943172899244928,80,3200,2
2025,"BEFASY","Planktivore",35.8868973485816,1411.92846581767,660,800,2
2025,"BEHELOKY","Carnivore",532.608160874456,512344.387303411,2640,5437866.66666667,4
2025,"BEHELOKY","Corallivore",135.030890015366,41405.5739732015,440,152533.333333333,4
2025,"BEHELOKY","Herbivore",511.55075398624,415677.655488064,4970,17418000,4
2025,"BEHELOKY","Omnivore",30.4277677574583,2311.39387796683,650,927333.333333333,4
2025,"BEHELOKY","Planktivore",296.631929692856,184781.442367549,4580,25542933.3333333,4
2025,"FITSITIKA","Carnivore",74.7635206345304,780.696543525393,1140,93920,6
2025,"FITSITIKA","Corallivore",18.0217923675352,60.4040712022388,390,14266.6666666667,4
2025,"FITSITIKA","Herbivore",80.5059246845736,2400.66426110503,1766.66666666667,798346.666666667,6
2025,"FITSITIKA","Omnivore",62.869054647933,1021.3259715204,3060,913760,6
2025,"FITSITIKA","Piscivore",8.82432480994874,0,40,0,1
2025,"FITSITIKA","Planktivore",33.5006729796554,939.661359608416,706.666666666667,213333.333333333,3
2025,"IFATY","Carnivore",53.8916465894948,2588.63817180892,1160,798613.333333333,31
2025,"IFATY","Corallivore",30.004680195235,736.671500863063,654.285714285714,237536.507936508,28
2025,"IFATY","Detritivore",7.02750168668214,13.8591430457432,110,4666.66666666667,4
2025,"IFATY","Herbivore",64.7035191708568,4127.37971724375,884.285714285714,592988.35978836,28
2025,"IFATY","Omnivore",90.0630669934565,5708.38678975062,5458.06451612903,16608836.1290323,31
2025,"IFATY","Piscivore",4.85348361012309,5.17570247613191,210,67600,4
2025,"IFATY","Planktivore",19.5040514082291,861.391433845334,441.481481481481,274397.720797721,27
2025,"ITAMPOLO","Carnivore",256.82096795201,3180.45908898072,2420,324800,4
2025,"ITAMPOLO","Corallivore",49.466484899853,450.969216638369,370,26000,4
2025,"ITAMPOLO","Herbivore",509.269289643452,82718.2041451343,3940,4579733.33333333,4
2025,"ITAMPOLO","Omnivore",10.25820347262,35.4436331013176,580,4800,4
2025,"ITAMPOLO","Planktivore",28.2078539593846,749.794536045939,880,548800,3
2025,"MANGILY","Carnivore",110.116036874879,9624.50548001651,1244.44444444444,514237.908496732,18
2025,"MANGILY","Corallivore",52.0181830659478,3143.50618764989,738.823529411765,255623.529411765,17
2025,"MANGILY","Herbivore",100.833069896106,25546.9217088281,1080,1475952.94117647,18
2025,"MANGILY","Omnivore",57.7508432054009,2302.70756062917,2677.77777777778,2689594.77124183,18
2025,"MANGILY","Planktivore",26.2975543825969,4061.28136865948,282.666666666667,104335.238095238,15
2025,"MAROMENA","Carnivore",95.1097030248964,8418.01634674479,1260,1095200,2
2025,"MAROMENA","Corallivore",36.8606040391805,1.53133681640501,120,3200,2
2025,"MAROMENA","Herbivore",93.5491727099325,4177.39674441041,760,12800,2
2025,"MAROMENA","Omnivore",35.556073491216,55.9821250308277,640,0,2
2025,"MAROMENA","Planktivore",180.078895633866,9071.6564467598,12380,61383200,2
2025,"NOSY SATRA","Carnivore",133.260018978877,19466.2410904845,1150,78266.6666666667,4
2025,"NOSY SATRA","Corallivore",118.111996017101,11234.8867099648,493.333333333333,147733.333333333,3
2025,"NOSY SATRA","Herbivore",124.462226072098,26255.826763996,3853.33333333333,4251733.33333333,3
2025,"NOSY SATRA","Omnivore",5.29993989596954,5.04141793785146,350,20666.6666666667,4
2025,"NOSY SATRA","Planktivore",22.7067758541259,614.765753549839,373.333333333333,42133.3333333333,3
2025,"RETSELA","Carnivore",248.099809978674,6123.47759575398,2550,691600,4
2025,"RETSELA","Corallivore",154.295988669805,5387.9673645818,620,21866.6666666667,4
2025,"RETSELA","Herbivore",537.331894414739,124166.164374995,4120,666666.666666667,4
2025,"RETSELA","Omnivore",47.5021152159925,1006.34433692676,910,173200,4
2025,"RETSELA","Planktivore",586.604684649146,499724.24042699,12180,10005866.6666667,4
2025,"TANILAHY","Carnivore",336.757136203922,76393.3753412775,1960,1155200,2
2025,"TANILAHY","Corallivore",69.5713964851217,3554.82411295905,200,12800,2
2025,"TANILAHY","Herbivore",63.0757643161028,36.786967823184,1320,387200,2
2025,"TANILAHY","Omnivore",64.5925244006428,1110.24722826762,1980,1095200,2
2025,"TANILAHY","Planktivore",130.985242917553,989.040795307572,6020,5248800,2
2026,"AMBATOMILO","Carnivore",97.6243206816305,7859.12222856394,1120,675200,4
2026,"AMBATOMILO","Corallivore",20.398632638055,315.272355295336,160,12800,2
2026,"AMBATOMILO","Herbivore",62.5656580904185,1262.99418381824,1230,419600,4
2026,"AMBATOMILO","Omnivore",17.4760790838693,449.277490937526,470,225466.666666667,4
2026,"AMBATOMILO","Planktivore",46.06875,0,2800,0,1
2026,"AMPASINDAVA","Carnivore",142.12146459646,4.25656516062943,2680,6195200,2
2026,"AMPASINDAVA","Corallivore",2.20684466491185,2.83989391144822,60,800,2
2026,"AMPASINDAVA","Herbivore",71.1892719847218,407.748971735553,2280,1155200,2
2026,"AMPASINDAVA","Omnivore",14.22846311295,313.40244225504,420,180000,2
2026,"AMPASINDAVA","Planktivore",27.0476347090966,0,400,0,1
2026,"ANDAVADOAKY","Carnivore",232.56320401888,51094.8099853773,2902.22222222222,8194300.65359477,18
2026,"ANDAVADOAKY","Corallivore",54.380319145141,3123.40061502516,423.529411764706,88611.7647058824,17
2026,"ANDAVADOAKY","Herbivore",394.292902606677,695616.743941266,4086.66666666667,67927576.4705882,18
2026,"ANDAVADOAKY","Omnivore",13.6195235468281,296.26938948064,444.705882352941,101576.470588235,17
2026,"ANDAVADOAKY","Planktivore",90.2326992819138,9627.03136627112,2584.61538461538,4611610.25641026,13
2026,"ANDRAVONA","Carnivore",703.484720006181,423340.442888614,4180,3175200,2
2026,"ANDRAVONA","Corallivore",31.5057118042325,673.791664609143,200,12800,2
2026,"ANDRAVONA","Herbivore",45.5499287373293,22.5221417706281,940,7200,2
2026,"ANDRAVONA","Omnivore",40.6767408146117,444.93673809478,1880,156800,2
2026,"ANDRAVONA","Planktivore",36.6673373539037,1600.22180451855,3500,14580000,2
2026,"ANKARAMIFIOKY","Carnivore",331.859812368789,21888.2686229838,2880,387200,2
2026,"ANKARAMIFIOKY","Corallivore",199.802476398552,17224.9184718736,880,80000,2
2026,"ANKARAMIFIOKY","Herbivore",638.381951609046,114709.120567655,5060,1767200,2
2026,"ANKARAMIFIOKY","Omnivore",12.7678357827528,0.292659365740502,400,51200,2
2026,"ANKARAMIFIOKY","Planktivore",107.827444986436,6082.27929517121,4320,12800,2
2026,"BELAVENOKY","Carnivore",335.833633478548,167006.478737154,2638,15094648.4210526,20
2026,"BELAVENOKY","Corallivore",55.8284456179223,4399.37689893041,717.5,1167460,16
2026,"BELAVENOKY","Herbivore",450.627878951555,216460.013958411,4372.63157894737,16259564.9122807,19
2026,"BELAVENOKY","Omnivore",9.80007548080294,63.3774320698101,702.222222222222,1025735.94771242,18
2026,"BELAVENOKY","Planktivore",199.586648078888,91918.0362623258,11873.8461538462,311092492.307692,13
2026,"BEVATO","Carnivore",240.742355940313,1720.28021376759,3290,154000,4
2026,"BEVATO","Corallivore",60.7704204379357,327.785287542571,430,75066.6666666667,4
2026,"BEVATO","Herbivore",206.180193645747,20863.2930184549,2910,2129466.66666667,4
2026,"BEVATO","Omnivore",8.18089245537986,33.6247248193461,440,135466.666666667,4
2026,"BEVATO","Planktivore",149.204480451515,17204.1284946908,4000,7810133.33333333,4
2026,"FIERENAMASAY","Carnivore",170.902525846677,5474.24526737822,2340,288800,2
2026,"FIERENAMASAY","Corallivore",96.6164800549617,1166.84302727635,320,12800,2
2026,"FIERENAMASAY","Herbivore",24.1160564698956,144.337229858701,280,28800,2
2026,"FIERENAMASAY","Omnivore",26.1314746703147,90.2727424276084,560,3200,2
2026,"FIERENAMASAY","Planktivore",27.3350872245809,117.526733099985,1900,5e+05,2
2026,"MOROMBE","Carnivore",259.751688877637,22337.9623868986,2206.66666666667,2121866.66666667,6
2026,"MOROMBE","Corallivore",56.3790394661197,1318.16697957784,293.333333333333,91733.3333333333,3
2026,"MOROMBE","Herbivore",123.353269089302,2717.64086026993,1550,459066.666666667,4
2026,"MOROMBE","Omnivore",13.3935716593308,47.0615885626417,620,75200,4
2026,"MOROMBE","Planktivore",11.1668363561748,55.2139795626074,1130,1766800,4
2026,"RATAFENJIKA","Carnivore",151.427158126521,17429.044612413,1950,4618000,4
2026,"RATAFENJIKA","Corallivore",102.248656868554,8173.42110539619,240,40000,3
2026,"RATAFENJIKA","Herbivore",69.4690456370977,2725.76885609488,1070,196666.666666667,4
2026,"RATAFENJIKA","Omnivore",7.72409357607479,31.4975498066778,670,127333.333333333,4
2026,"RATAFENJIKA","Planktivore",4.19055284044613,0,400,0,1
2026,"SALARY","Carnivore",163.048782348803,6193.4302851804,1410,417714.285714286,8
2026,"SALARY","Corallivore",107.096357283059,1582.01675229413,805,153800,8
2026,"SALARY","Herbivore",716.408051774026,321576.098386911,5025,5107628.57142857,8
2026,"SALARY","Omnivore",19.9890245845981,106.525579273126,645,57342.8571428571,8
2026,"SALARY","Planktivore",513.111670440948,1304937.95251093,1793.33333333333,4457866.66666667,6
2026,"TSANDAMBA","Carnivore",428.725710247998,29261.198035916,3160,387200,2
2026,"TSANDAMBA","Corallivore",15.9987139893335,30.7587399163404,80,3200,2
2026,"TSANDAMBA","Herbivore",357.644559298817,13207.9843664345,2600,156800,2
2026,"TSANDAMBA","Omnivore",17.8912863895522,205.500656582922,440,3200,2
2026,"TSANDAMBA","Planktivore",311.367075887556,111791.629948754,9440,71043200,2
